Date,State,Total
2021-10-10,Nebraska,40690470.699999996
2021-10-17,Nebraska,38787216.699999996
2021-10-24,Nebraska,37588634.900000006
2021-10-31,Nebraska,37152744.9
2021-11-07,Nebraska,40645013.3
2021-11-14,Nebraska,37862667.0
2021-11-21,Nebraska,39394564.2
2021-11-28,Nebraska,36955689.5
2021-12-05,Nebraska,37952362.025
2021-12-12,Nebraska,38949034.55
2021-12-19,Nebraska,39207615.599999994
2021-12-26,Nebraska,55591359.699999996
2022-01-02,Nebraska,58176613.55
2022-01-09,Nebraska,60761867.4
2022-01-16,Nebraska,53150979.300000004
2022-01-23,Nebraska,51763721.6
2022-01-30,Nebraska,52701275.599999994
2022-02-06,Nebraska,52721052.49999999
2022-02-13,Nebraska,56501755.9
2022-02-20,Nebraska,52975863.8
2022-02-27,Nebraska,53752358.4
2022-03-06,Nebraska,59837590.1
2022-03-13,Nebraska,62484729.95
2022-03-20,Nebraska,56673574.800000004
2022-03-27,Nebraska,55527165.300000004
2022-04-03,Nebraska,59584925.0
2022-04-10,Nebraska,63642684.7
2022-04-17,Nebraska,58509248.75
2022-04-24,Nebraska,57413627.1
2022-05-01,Nebraska,60781659.0
2022-05-08,Nebraska,64149690.9
2022-05-15,Nebraska,62192914.6
2022-05-22,Nebraska,62018498.9
2022-05-29,Nebraska,61734864.3
2022-06-05,Nebraska,55648484.900000006
2022-06-12,Nebraska,58864877.9
2022-06-19,Nebraska,64947061.5
2022-06-26,Nebraska,64803842.7
2022-07-03,Nebraska,64888202.95
2022-07-10,Nebraska,64972563.2
2022-07-17,Nebraska,63405633.6
2022-07-24,Nebraska,62820539.699999996
2022-07-31,Nebraska,62361079.400000006
2022-08-07,Nebraska,59652653.50000001
2022-08-14,Nebraska,63717535.900000006
2022-08-21,Nebraska,62001822.2
2022-08-28,Nebraska,62691105.099999994
2022-09-04,Nebraska,52843541.10000001
2022-09-11,Nebraska,60631555.2
2022-09-18,Nebraska,61544262.0
2022-09-25,Nebraska,59888530.7
2022-10-02,Nebraska,60463373.0
2022-10-09,Nebraska,61038215.3
2022-10-16,Nebraska,58606006.800000004
2022-10-23,Nebraska,58055608.49999999
2022-10-30,Nebraska,56993637.6
2022-11-06,Nebraska,58168358.166666664
2022-11-13,Nebraska,59343078.73333333
2022-11-20,Nebraska,59455635.0
2022-11-27,Nebraska,57463118.099999994
2022-12-04,Nebraska,60509203.14999999
2022-12-11,Nebraska,63555288.199999996
2022-12-18,Nebraska,60849963.1
2022-12-25,Nebraska,61161805.6
2023-01-01,Nebraska,54783969.0
2023-01-08,Nebraska,55491927.95
2023-01-15,Nebraska,56199886.9
2023-01-22,Nebraska,54665878.300000004
2023-01-29,Nebraska,56352509.8
2023-02-05,Nebraska,61436800.6
2023-02-12,Nebraska,59143081.05
2023-02-19,Nebraska,56849361.5
2023-02-26,Nebraska,57354969.099999994
2023-03-05,Nebraska,58820389.766666666
2023-03-12,Nebraska,60285810.43333333
2023-03-19,Nebraska,61751231.1
2023-03-26,Nebraska,58216655.9
2023-04-02,Nebraska,59874718.3
2023-04-09,Nebraska,61532780.7
2023-04-16,Nebraska,63190843.1
2023-04-23,Nebraska,63119162.900000006
2023-04-30,Nebraska,64836582.4
2023-05-07,Nebraska,60038916.349999994
2023-05-14,Nebraska,60725602.23333333
2023-05-21,Nebraska,61412288.11666666
2023-05-28,Nebraska,62098974.0
2023-06-04,Nebraska,62785659.88333333
2023-06-11,Nebraska,63472345.766666666
2023-06-18,Nebraska,64159031.65
2023-06-25,Nebraska,64845717.53333333
2023-07-02,Nebraska,65532403.41666667
2023-07-09,Nebraska,66219089.300000004
2023-07-16,Nebraska,63420794.5
2023-07-23,Nebraska,60622499.7
2023-07-30,Nebraska,57824204.9
2023-08-06,Nebraska,55025910.099999994
2023-08-13,Nebraska,57052579.66
2023-08-20,Nebraska,59079249.22
2023-08-27,Nebraska,61105918.78
2023-09-03,Nebraska,63132588.339999996
2023-09-10,Nebraska,65159257.9
2023-09-17,Nebraska,64833518.4875
2023-09-24,Nebraska,64507779.075
2023-10-01,Nebraska,64182039.6625
2023-10-08,Nebraska,63856300.25
2023-10-15,Nebraska,63530560.8375
2023-10-22,Nebraska,63204821.425
2023-10-29,Nebraska,62879082.0125
2023-11-05,Nebraska,62553342.6
2023-11-12,Nebraska,62227603.1875
2023-11-19,Nebraska,61901863.775000006
2023-11-26,Nebraska,61576124.362500004
2023-12-03,Nebraska,61250384.95
2019-01-13,Nevada,51173890.3
2019-01-20,Nevada,51670748.83333333
2019-01-27,Nevada,52167607.36666667
2019-02-03,Nevada,52664465.9
2019-02-10,Nevada,53161324.43333333
2019-02-17,Nevada,53658182.96666667
2019-02-24,Nevada,54155041.5
2019-03-03,Nevada,54651900.03333333
2019-03-10,Nevada,55148758.56666667
2019-03-17,Nevada,55645617.1
2019-03-24,Nevada,55949666.50769231
2019-03-31,Nevada,56253715.91538461
2019-04-07,Nevada,56557765.323076926
2019-04-14,Nevada,56861814.73076923
2019-04-21,Nevada,57165864.13846154
2019-04-28,Nevada,57469913.54615384
2019-05-05,Nevada,57773962.95384616
2019-05-12,Nevada,58078012.36153846
2019-05-19,Nevada,58382061.76923077
2019-05-26,Nevada,58686111.176923074
2019-06-02,Nevada,58990160.58461539
2019-06-09,Nevada,59294209.99230769
2019-06-16,Nevada,59598259.4
2019-06-23,Nevada,58730400.01111111
2019-06-30,Nevada,57862540.62222222
2019-07-07,Nevada,56994681.233333334
2019-07-14,Nevada,56126821.844444446
2019-07-21,Nevada,55258962.45555556
2019-07-28,Nevada,54391103.06666666
2019-08-04,Nevada,53523243.677777775
2019-08-11,Nevada,52655384.28888889
2019-08-18,Nevada,51787524.9
2019-08-25,Nevada,52407399.59375
2019-09-01,Nevada,53027274.287499994
2019-09-08,Nevada,53647148.981249996
2019-09-15,Nevada,54267023.675
2019-09-22,Nevada,54886898.36875
2019-09-29,Nevada,55506773.0625
2019-10-06,Nevada,56126647.756249994
2019-10-13,Nevada,56746522.449999996
2019-10-20,Nevada,55655904.8
2019-10-27,Nevada,55435694.6
2019-11-03,Nevada,55356637.13333333
2019-11-10,Nevada,55277579.66666667
2019-11-17,Nevada,55198522.2
2019-11-24,Nevada,53734862.2
2019-12-01,Nevada,53328596.1
2019-12-08,Nevada,52922330.0
2019-12-15,Nevada,52516063.9
2019-12-22,Nevada,54479449.6
2019-12-29,Nevada,51213463.6
2020-01-05,Nevada,57088407.1
2020-01-12,Nevada,57755196.8
2020-01-19,Nevada,51146175.8
2020-01-26,Nevada,52519403.0
2020-02-02,Nevada,53906523.800000004
2020-02-09,Nevada,66665727.0
2020-02-16,Nevada,51464698.3
2020-02-23,Nevada,51884020.699999996
2020-03-01,Nevada,57996656.3
2020-03-08,Nevada,64109291.9
2020-03-15,Nevada,66151205.8
2020-03-22,Nevada,61176731.099999994
2020-03-29,Nevada,53269142.9
2020-04-05,Nevada,57509125.0
2020-04-12,Nevada,61749107.1
2020-04-19,Nevada,57376305.4
2020-04-26,Nevada,59408862.8
2020-05-03,Nevada,54213053.1
2020-05-10,Nevada,63778841.7
2020-05-17,Nevada,61020764.4
2020-05-24,Nevada,60459075.599999994
2020-05-31,Nevada,61455633.7
2020-06-07,Nevada,61597877.983333334
2020-06-14,Nevada,61740122.26666667
2020-06-21,Nevada,63040337.3
2020-06-28,Nevada,64796346.7
2020-07-05,Nevada,64900051.2
2020-07-12,Nevada,65003755.699999996
2020-07-19,Nevada,66949515.3
2020-07-26,Nevada,65194968.5
2020-08-02,Nevada,62884976.5
2020-08-09,Nevada,60574984.5
2020-08-16,Nevada,64460487.349999994
2020-08-23,Nevada,66356209.6
2020-08-30,Nevada,66872972.800000004
2020-09-06,Nevada,51924422.1
2020-09-13,Nevada,65576343.35
2020-09-20,Nevada,62159596.699999996
2020-09-27,Nevada,61668977.300000004
2020-10-04,Nevada,62383137.55
2020-10-11,Nevada,63097297.8
2020-10-18,Nevada,60246780.9
2020-10-25,Nevada,58891008.7
2020-11-01,Nevada,59280319.233333334
2020-11-08,Nevada,59669629.766666666
2020-11-15,Nevada,60058940.3
2020-11-22,Nevada,58341571.7
2020-11-29,Nevada,53400289.1
2020-12-06,Nevada,53992056.45
2020-12-13,Nevada,61331093.55
2020-12-20,Nevada,55959938.3
2020-12-27,Nevada,53278906.8
2021-01-03,Nevada,61308717.3
2021-01-10,Nevada,69338527.8
2021-01-17,Nevada,55590849.800000004
2021-01-24,Nevada,54377455.9
2021-01-31,Nevada,54141628.5
2021-02-07,Nevada,66299297.099999994
2021-02-14,Nevada,57221257.800000004
2021-02-21,Nevada,56002331.699999996
2021-02-28,Nevada,57822289.9
2021-03-07,Nevada,56399456.2
2021-03-14,Nevada,83311438.1
2021-03-21,Nevada,64935937.099999994
2021-03-28,Nevada,55694462.0
2021-04-04,Nevada,62557191.0
2021-04-11,Nevada,73900786.6
2021-04-18,Nevada,61428868.9
2021-04-25,Nevada,63278447.6
2021-05-02,Nevada,67695079.5
2021-05-09,Nevada,72111711.4
2021-05-16,Nevada,76205665.4
2021-05-23,Nevada,66098472.6
2021-05-30,Nevada,68088692.10000001
2021-06-06,Nevada,70028861.5
2021-06-13,Nevada,67859294.6
2021-06-20,Nevada,71300166.6
2021-06-27,Nevada,70658002.5
2021-07-04,Nevada,60753437.39999999
2021-07-11,Nevada,92345973.2
2021-07-18,Nevada,73060443.6
2021-07-25,Nevada,70156232.6
2021-08-01,Nevada,71475053.0
2021-08-08,Nevada,72793873.4
2021-08-15,Nevada,73839067.1
2021-08-22,Nevada,71018290.9
2021-08-29,Nevada,69929213.8
2021-09-05,Nevada,68671167.4
2021-09-12,Nevada,69094227.1
2021-09-19,Nevada,69517286.8
2021-09-26,Nevada,68281704.8
2021-10-03,Nevada,56092415.6
2021-10-10,Nevada,94869755.99999999
2021-10-17,Nevada,92490700.69999999
2021-10-24,Nevada,92985095.5
2021-10-31,Nevada,93071769.2
2021-11-07,Nevada,67674062.94999999
2021-11-14,Nevada,92148150.8
2021-11-21,Nevada,91842416.89999999
2021-11-28,Nevada,84566190.8
2021-12-05,Nevada,81603046.375
2021-12-12,Nevada,78639901.95
2021-12-19,Nevada,87815423.0
2021-12-26,Nevada,85598096.29999998
2022-01-02,Nevada,92985738.69999999
2022-01-09,Nevada,100373381.1
2022-01-16,Nevada,87498305.5
2022-01-23,Nevada,85908588.1
2022-01-30,Nevada,84537713.6
2022-02-06,Nevada,87627145.4
2022-02-13,Nevada,94794515.85
2022-02-20,Nevada,86424096.0
2022-02-27,Nevada,89601701.6
2022-03-06,Nevada,100330710.7
2022-03-13,Nevada,102330205.69999999
2022-03-20,Nevada,94353742.1
2022-03-27,Nevada,95719422.4
2022-04-03,Nevada,103171164.2
2022-04-10,Nevada,110622906.0
2022-04-17,Nevada,95253273.4
2022-04-24,Nevada,97881484.5
2022-05-01,Nevada,102666257.5
2022-05-08,Nevada,107451030.50000001
2022-05-15,Nevada,102195107.8
2022-05-22,Nevada,102231900.6
2022-05-29,Nevada,104453181.79999998
2022-06-05,Nevada,89205421.25
2022-06-12,Nevada,97736557.1
2022-06-19,Nevada,107987658.5
2022-06-26,Nevada,104905198.6
2022-07-03,Nevada,107294813.15
2022-07-10,Nevada,109684427.7
2022-07-17,Nevada,111229609.8
2022-07-24,Nevada,107725766.69999999
2022-07-31,Nevada,105182078.6
2022-08-07,Nevada,102374029.79999998
2022-08-14,Nevada,111445679.8
2022-08-21,Nevada,107279199.0
2022-08-28,Nevada,108306288.8
2022-09-04,Nevada,86588436.60000001
2022-09-11,Nevada,102194629.3
2022-09-18,Nevada,102953859.39999999
2022-09-25,Nevada,100958964.60000001
2022-10-02,Nevada,103176334.625
2022-10-09,Nevada,105393704.65
2022-10-16,Nevada,100996829.79999998
2022-10-23,Nevada,99022283.4
2022-10-30,Nevada,95957194.7
2022-11-06,Nevada,97699476.25
2022-11-13,Nevada,99441757.8
2022-11-20,Nevada,96374655.8
2022-11-27,Nevada,91839129.4
2022-12-04,Nevada,100120065.8
2022-12-11,Nevada,108401002.19999999
2022-12-18,Nevada,93810021.9
2022-12-25,Nevada,94688707.10000001
2023-01-01,Nevada,90694672.1
2023-01-08,Nevada,91329281.3
2023-01-15,Nevada,91963890.5
2023-01-22,Nevada,90952640.00000001
2023-01-29,Nevada,90204646.5
2023-02-05,Nevada,98266678.1
2023-02-12,Nevada,96291375.35
2023-02-19,Nevada,94316072.6
2023-02-26,Nevada,93720961.19999999
2023-03-05,Nevada,96904442.23333332
2023-03-12,Nevada,100087923.26666667
2023-03-19,Nevada,103271404.3
2023-03-26,Nevada,93906381.5
2023-04-02,Nevada,96546944.26666667
2023-04-09,Nevada,99187507.03333335
2023-04-16,Nevada,101828069.80000001
2023-04-23,Nevada,101025635.0
2023-04-30,Nevada,107343566.20000002
2023-05-07,Nevada,96535780.6
2023-05-14,Nevada,97950597.45555554
2023-05-21,Nevada,99365414.31111111
2023-05-28,Nevada,100780231.16666666
2023-06-04,Nevada,102195048.02222222
2023-06-11,Nevada,103609864.87777777
2023-06-18,Nevada,105024681.73333333
2023-06-25,Nevada,106439498.58888888
2023-07-02,Nevada,107854315.44444445
2023-07-09,Nevada,109269132.3
2023-07-16,Nevada,104672949.0
2023-07-23,Nevada,100076765.7
2023-07-30,Nevada,95480582.4
2023-08-06,Nevada,90884399.10000001
2023-08-13,Nevada,93219942.94
2023-08-20,Nevada,95555486.78
2023-08-27,Nevada,97891030.61999999
2023-09-03,Nevada,100226574.46
2023-09-10,Nevada,102562118.29999998
2023-09-17,Nevada,102575424.54166666
2023-09-24,Nevada,102588730.78333332
2023-10-01,Nevada,102602037.02499998
2023-10-08,Nevada,102615343.26666665
2023-10-15,Nevada,102628649.50833333
2023-10-22,Nevada,102641955.74999999
2023-10-29,Nevada,102655261.99166664
2023-11-05,Nevada,102668568.23333332
2023-11-12,Nevada,102681874.475
2023-11-19,Nevada,102695180.71666665
2023-11-26,Nevada,102708486.95833331
2023-12-03,Nevada,102721793.19999999
2019-01-13,New Hampshire,30014723.099999998
2019-01-20,New Hampshire,29904935.377777778
2019-01-27,New Hampshire,29795147.655555554
2019-02-03,New Hampshire,29685359.933333334
2019-02-10,New Hampshire,29575572.21111111
2019-02-17,New Hampshire,29465784.48888889
2019-02-24,New Hampshire,29355996.766666666
2019-03-03,New Hampshire,29246209.044444446
2019-03-10,New Hampshire,29136421.32222222
2019-03-17,New Hampshire,29026633.6
2019-03-24,New Hampshire,29131417.730769232
2019-03-31,New Hampshire,29236201.861538462
2019-04-07,New Hampshire,29340985.992307693
2019-04-14,New Hampshire,29445770.123076923
2019-04-21,New Hampshire,29550554.253846154
2019-04-28,New Hampshire,29655338.384615384
2019-05-05,New Hampshire,29760122.51538462
2019-05-12,New Hampshire,29864906.64615385
2019-05-19,New Hampshire,29969690.77692308
2019-05-26,New Hampshire,30074474.90769231
2019-06-02,New Hampshire,30179259.03846154
2019-06-09,New Hampshire,30284043.16923077
2019-06-16,New Hampshire,30388827.3
2019-06-23,New Hampshire,30264766.855555557
2019-06-30,New Hampshire,30140706.411111113
2019-07-07,New Hampshire,30016645.96666667
2019-07-14,New Hampshire,29892585.522222225
2019-07-21,New Hampshire,29768525.077777777
2019-07-28,New Hampshire,29644464.633333333
2019-08-04,New Hampshire,29520404.18888889
2019-08-11,New Hampshire,29396343.744444445
2019-08-18,New Hampshire,29272283.3
2019-08-25,New Hampshire,29387865.9375
2019-09-01,New Hampshire,29503448.575
2019-09-08,New Hampshire,29619031.2125
2019-09-15,New Hampshire,29734613.85
2019-09-22,New Hampshire,29850196.4875
2019-09-29,New Hampshire,29965779.125
2019-10-06,New Hampshire,30081361.7625
2019-10-13,New Hampshire,30196944.4
2019-10-20,New Hampshire,29490225.1
2019-10-27,New Hampshire,29239812.099999998
2019-11-03,New Hampshire,29278138.666666664
2019-11-10,New Hampshire,29316465.233333334
2019-11-17,New Hampshire,29354791.8
2019-11-24,New Hampshire,30142040.200000003
2019-12-01,New Hampshire,30133131.333333336
2019-12-08,New Hampshire,30124222.466666665
2019-12-15,New Hampshire,30115313.599999998
2019-12-22,New Hampshire,32255625.2
2019-12-29,New Hampshire,30736142.0
2020-01-05,New Hampshire,29922101.6
2020-01-12,New Hampshire,31051551.900000002
2020-01-19,New Hampshire,31135065.5
2020-01-26,New Hampshire,27847796.599999998
2020-02-02,New Hampshire,29896449.0
2020-02-09,New Hampshire,39238217.0
2020-02-16,New Hampshire,29302520.5
2020-02-23,New Hampshire,30183516.2
2020-03-01,New Hampshire,31518300.6
2020-03-08,New Hampshire,32853085.0
2020-03-15,New Hampshire,35697444.5
2020-03-22,New Hampshire,35486245.0
2020-03-29,New Hampshire,30528128.3
2020-04-05,New Hampshire,31726514.6
2020-04-12,New Hampshire,32924900.9
2020-04-19,New Hampshire,32103743.099999998
2020-04-26,New Hampshire,30844385.2
2020-05-03,New Hampshire,30026948.7
2020-05-10,New Hampshire,36192727.8
2020-05-17,New Hampshire,34103279.300000004
2020-05-24,New Hampshire,37866614.699999996
2020-05-31,New Hampshire,37102777.1
2020-06-07,New Hampshire,35721007.66666667
2020-06-14,New Hampshire,34339238.233333334
2020-06-21,New Hampshire,38284286.800000004
2020-06-28,New Hampshire,38520872.2
2020-07-05,New Hampshire,37873746.75
2020-07-12,New Hampshire,37226621.3
2020-07-19,New Hampshire,38178047.5
2020-07-26,New Hampshire,37873621.900000006
2020-08-02,New Hampshire,35113799.6
2020-08-09,New Hampshire,32353977.299999997
2020-08-16,New Hampshire,34940626.7
2020-08-23,New Hampshire,36552859.3
2020-08-30,New Hampshire,35836628.9
2020-09-06,New Hampshire,29766584.3
2020-09-13,New Hampshire,36062186.3
2020-09-20,New Hampshire,33158475.099999998
2020-09-27,New Hampshire,33508106.5
2020-10-04,New Hampshire,34087053.4
2020-10-11,New Hampshire,34666000.3
2020-10-18,New Hampshire,32058521.7
2020-10-25,New Hampshire,31626287.5
2020-11-01,New Hampshire,31939633.150000002
2020-11-08,New Hampshire,32252978.8
2020-11-15,New Hampshire,32566324.450000003
2020-11-22,New Hampshire,32459420.1
2020-11-29,New Hampshire,32125005.1
2020-12-06,New Hampshire,30230933.4
2020-12-13,New Hampshire,35100799.25
2020-12-20,New Hampshire,32669917.0
2020-12-27,New Hampshire,33244408.3
2021-01-03,New Hampshire,36872797.1
2021-01-10,New Hampshire,40501185.9
2021-01-17,New Hampshire,32167009.6
2021-01-24,New Hampshire,31240084.5
2021-01-31,New Hampshire,31471486.1
2021-02-07,New Hampshire,35119245.1
2021-02-14,New Hampshire,31543624.5
2021-02-21,New Hampshire,31847487.2
2021-02-28,New Hampshire,32073494.8
2021-03-07,New Hampshire,31933909.3
2021-03-14,New Hampshire,44447527.0
2021-03-21,New Hampshire,38079479.6
2021-03-28,New Hampshire,33192865.9
2021-04-04,New Hampshire,33779494.1
2021-04-11,New Hampshire,42298976.1
2021-04-18,New Hampshire,33368291.6
2021-04-25,New Hampshire,34360725.4
2021-05-02,New Hampshire,36203289.8
2021-05-09,New Hampshire,38045854.199999996
2021-05-16,New Hampshire,42654746.8
2021-05-23,New Hampshire,40747387.599999994
2021-05-30,New Hampshire,40502697.300000004
2021-06-06,New Hampshire,39191943.2
2021-06-13,New Hampshire,40628716.3
2021-06-20,New Hampshire,41412908.5
2021-06-27,New Hampshire,40777134.4
2021-07-04,New Hampshire,33204691.700000003
2021-07-11,New Hampshire,49261485.2
2021-07-18,New Hampshire,38963245.1
2021-07-25,New Hampshire,39836006.0
2021-08-01,New Hampshire,40230817.2
2021-08-08,New Hampshire,40625628.4
2021-08-15,New Hampshire,41839783.0
2021-08-22,New Hampshire,39861527.099999994
2021-08-29,New Hampshire,38398795.800000004
2021-09-05,New Hampshire,36528984.199999996
2021-09-12,New Hampshire,36396842.349999994
2021-09-19,New Hampshire,36264700.5
2021-09-26,New Hampshire,36027614.199999996
2021-10-03,New Hampshire,31496746.099999998
2021-10-10,New Hampshire,51298673.3
2021-10-17,New Hampshire,50137668.5
2021-10-24,New Hampshire,49095898.300000004
2021-10-31,New Hampshire,47991923.2
2021-11-07,New Hampshire,36552248.35
2021-11-14,New Hampshire,50090021.49999999
2021-11-21,New Hampshire,50209311.0
2021-11-28,New Hampshire,47449320.5
2021-12-05,New Hampshire,45449420.975
2021-12-12,New Hampshire,43449521.45
2021-12-19,New Hampshire,52082492.7
2021-12-26,New Hampshire,50332518.2
2022-01-02,New Hampshire,51171390.95
2022-01-09,New Hampshire,52010263.7
2022-01-16,New Hampshire,50778007.599999994
2022-01-23,New Hampshire,47083638.300000004
2022-01-30,New Hampshire,49473196.5
2022-02-06,New Hampshire,48781954.0
2022-02-13,New Hampshire,51212520.849999994
2022-02-20,New Hampshire,48294873.300000004
2022-02-27,New Hampshire,48623462.2
2022-03-06,New Hampshire,51722980.3
2022-03-13,New Hampshire,58297599.85
2022-03-20,New Hampshire,50241875.9
2022-03-27,New Hampshire,50208271.7
2022-04-03,New Hampshire,53971192.60000001
2022-04-10,New Hampshire,57734113.50000001
2022-04-17,New Hampshire,52051586.900000006
2022-04-24,New Hampshire,50093974.7
2022-05-01,New Hampshire,54316675.95
2022-05-08,New Hampshire,58539377.2
2022-05-15,New Hampshire,56179143.599999994
2022-05-22,New Hampshire,60562857.6
2022-05-29,New Hampshire,59898216.9
2022-06-05,New Hampshire,49274611.5
2022-06-12,New Hampshire,52322432.699999996
2022-06-19,New Hampshire,60192375.79999999
2022-06-26,New Hampshire,60473076.4
2022-07-03,New Hampshire,61537224.45
2022-07-10,New Hampshire,62601372.5
2022-07-17,New Hampshire,61159798.4
2022-07-24,New Hampshire,61319366.5
2022-07-31,New Hampshire,61426228.800000004
2022-08-07,New Hampshire,55148842.8
2022-08-14,New Hampshire,61682528.8
2022-08-21,New Hampshire,60013247.0
2022-08-28,New Hampshire,58858242.0
2022-09-04,New Hampshire,48107985.6
2022-09-11,New Hampshire,54403685.50000001
2022-09-18,New Hampshire,54738524.6
2022-09-25,New Hampshire,53724330.6
2022-10-02,New Hampshire,54778779.575
2022-10-09,New Hampshire,55833228.55
2022-10-16,New Hampshire,53561159.7
2022-10-23,New Hampshire,52365556.99999999
2022-10-30,New Hampshire,51488264.099999994
2022-11-06,New Hampshire,52506691.58333333
2022-11-13,New Hampshire,53525119.06666667
2022-11-20,New Hampshire,52552324.199999996
2022-11-27,New Hampshire,52622464.6
2022-12-04,New Hampshire,56846749.15
2022-12-11,New Hampshire,61071033.699999996
2022-12-18,New Hampshire,54150224.5
2022-12-25,New Hampshire,57231235.9
2023-01-01,New Hampshire,50635755.4
2023-01-08,New Hampshire,51193793.15
2023-01-15,New Hampshire,51751830.9
2023-01-22,New Hampshire,50802223.6
2023-01-29,New Hampshire,51809478.4
2023-02-05,New Hampshire,52166466.6
2023-02-12,New Hampshire,51870912.45
2023-02-19,New Hampshire,51575358.300000004
2023-02-26,New Hampshire,51669987.6
2023-03-05,New Hampshire,53627692.800000004
2023-03-12,New Hampshire,55585398.0
2023-03-19,New Hampshire,57543103.2
2023-03-26,New Hampshire,52159633.6
2023-04-02,New Hampshire,53384661.766666666
2023-04-09,New Hampshire,54609689.93333334
2023-04-16,New Hampshire,55834718.1
2023-04-23,New Hampshire,54460243.300000004
2023-04-30,New Hampshire,55296067.4
2023-05-07,New Hampshire,51847180.2
2023-05-14,New Hampshire,52679344.63333333
2023-05-21,New Hampshire,53511509.06666667
2023-05-28,New Hampshire,54343673.5
2023-06-04,New Hampshire,55175837.93333334
2023-06-11,New Hampshire,56008002.36666667
2023-06-18,New Hampshire,56840166.800000004
2023-06-25,New Hampshire,57672331.233333334
2023-07-02,New Hampshire,58504495.66666667
2023-07-09,New Hampshire,59336660.1
2023-07-16,New Hampshire,57145909.95
2023-07-23,New Hampshire,54955159.8
2023-07-30,New Hampshire,52764409.65
2023-08-06,New Hampshire,50573659.5
2023-08-13,New Hampshire,51696849.14
2023-08-20,New Hampshire,52820038.78
2023-08-27,New Hampshire,53943228.419999994
2023-09-03,New Hampshire,55066418.059999995
2023-09-10,New Hampshire,56189607.699999996
2023-09-17,New Hampshire,56175878.17083333
2023-09-24,New Hampshire,56162148.641666666
2023-10-01,New Hampshire,56148419.1125
2023-10-08,New Hampshire,56134689.58333333
2023-10-15,New Hampshire,56120960.05416667
2023-10-22,New Hampshire,56107230.525
2023-10-29,New Hampshire,56093500.99583333
2023-11-05,New Hampshire,56079771.46666667
2023-11-12,New Hampshire,56066041.9375
2023-11-19,New Hampshire,56052312.40833333
2023-11-26,New Hampshire,56038582.87916667
2023-12-03,New Hampshire,56024853.35
2019-01-13,New Mexico,34731555.300000004
2019-01-20,New Mexico,34866478.2
2019-01-27,New Mexico,35001401.1
2019-02-03,New Mexico,35136324.0
2019-02-10,New Mexico,35271246.9
2019-02-17,New Mexico,35406169.800000004
2019-02-24,New Mexico,35541092.7
2019-03-03,New Mexico,35676015.6
2019-03-10,New Mexico,35810938.5
2019-03-17,New Mexico,35945861.4
2019-03-24,New Mexico,36264751.4
2019-03-31,New Mexico,36583641.4
2019-04-07,New Mexico,36902531.4
2019-04-14,New Mexico,37221421.4
2019-04-21,New Mexico,37540311.4
2019-04-28,New Mexico,37859201.4
2019-05-05,New Mexico,38178091.4
2019-05-12,New Mexico,38496981.4
2019-05-19,New Mexico,38815871.4
2019-05-26,New Mexico,39134761.4
2019-06-02,New Mexico,39453651.4
2019-06-09,New Mexico,39772541.4
2019-06-16,New Mexico,40091431.4
2019-06-23,New Mexico,39631497.07777777
2019-06-30,New Mexico,39171562.755555555
2019-07-07,New Mexico,38711628.43333333
2019-07-14,New Mexico,38251694.11111111
2019-07-21,New Mexico,37791759.78888889
2019-07-28,New Mexico,37331825.46666667
2019-08-04,New Mexico,36871891.14444444
2019-08-11,New Mexico,36411956.822222225
2019-08-18,New Mexico,35952022.5
2019-08-25,New Mexico,36203928.48125
2019-09-01,New Mexico,36455834.4625
2019-09-08,New Mexico,36707740.44375
2019-09-15,New Mexico,36959646.425
2019-09-22,New Mexico,37211552.40625
2019-09-29,New Mexico,37463458.3875
2019-10-06,New Mexico,37715364.36875
2019-10-13,New Mexico,37967270.35
2019-10-20,New Mexico,37190916.7
2019-10-27,New Mexico,35596520.1
2019-11-03,New Mexico,36115802.166666664
2019-11-10,New Mexico,36635084.233333334
2019-11-17,New Mexico,37154366.3
2019-11-24,New Mexico,37217286.2
2019-12-01,New Mexico,36945200.46666667
2019-12-08,New Mexico,36673114.733333334
2019-12-15,New Mexico,36401029.0
2019-12-22,New Mexico,39343626.6
2019-12-29,New Mexico,35439724.7
2020-01-05,New Mexico,38713023.1
2020-01-12,New Mexico,39125373.900000006
2020-01-19,New Mexico,36269988.6
2020-01-26,New Mexico,36273269.0
2020-02-02,New Mexico,37201589.2
2020-02-09,New Mexico,45176656.4
2020-02-16,New Mexico,35944339.6
2020-02-23,New Mexico,35819239.0
2020-03-01,New Mexico,39794116.0
2020-03-08,New Mexico,43768993.0
2020-03-15,New Mexico,46004343.199999996
2020-03-22,New Mexico,42466993.2
2020-03-29,New Mexico,38029662.4
2020-04-05,New Mexico,40230358.9
2020-04-12,New Mexico,42431055.4
2020-04-19,New Mexico,41407812.9
2020-04-26,New Mexico,40566801.800000004
2020-05-03,New Mexico,35901902.0
2020-05-10,New Mexico,44582014.8
2020-05-17,New Mexico,43271032.3
2020-05-24,New Mexico,44427197.8
2020-05-31,New Mexico,42166290.9
2020-06-07,New Mexico,42642439.68333334
2020-06-14,New Mexico,43118588.46666667
2020-06-21,New Mexico,45995632.2
2020-06-28,New Mexico,45735526.5
2020-07-05,New Mexico,45820376.55
2020-07-12,New Mexico,45905226.6
2020-07-19,New Mexico,47877362.5
2020-07-26,New Mexico,44376192.4
2020-08-02,New Mexico,42718927.15
